Year,Projection,SEP_Date
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.625,2019-12-11
2020,1.875,2019-12-11
2020,1.875,2019-12-11
2020,1.875,2019-12-11
2020,1.875,2019-12-11
2021,1.625,2019-12-11
2021,1.625,2019-12-11
2021,1.625,2019-12-11
2021,1.625,2019-12-11
2021,1.625,2019-12-11
2021,1.875,2019-12-11
2021,1.875,2019-12-11
2021,1.875,2019-12-11
2021,1.875,2019-12-11
2021,2.125,2019-12-11
2021,2.125,2019-12-11
2021,2.125,2019-12-11
2021,2.125,2019-12-11
2021,2.125,2019-12-11
2021,2.375,2019-12-11
2021,2.375,2019-12-11
2021,2.375,2019-12-11
2022,1.625,2019-12-11
2022,1.875,2019-12-11
2022,1.875,2019-12-11
2022,1.875,2019-12-11
2022,1.875,2019-12-11
2022,1.875,2019-12-11
2022,2.125,2019-12-11
2022,2.125,2019-12-11
2022,2.125,2019-12-11
2022,2.375,2019-12-11
2022,2.375,2019-12-11
2022,2.375,2019-12-11
2022,2.375,2019-12-11
2022,2.625,2019-12-11
2022,2.625,2019-12-11
2022,2.875,2019-12-11
2022,2.875,2019-12-11
Longer Run,2.0,2019-12-11
Longer Run,2.25,2019-12-11
Longer Run,2.25,2019-12-11
Longer Run,2.375,2019-12-11
Longer Run,2.5,2019-12-11
Longer Run,2.5,2019-12-11
Longer Run,2.5,2019-12-11
Longer Run,2.5,2019-12-11
Longer Run,2.5,2019-12-11
Longer Run,2.5,2019-12-11
Longer Run,2.5,2019-12-11
Longer Run,2.5,2019-12-11
Longer Run,2.75,2019-12-11
Longer Run,2.75,2019-12-11
Longer Run,3.0,2019-12-11
Longer Run,3.25,2019-12-11
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2020,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2021,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.125,2020-06-10
2022,0.375,2020-06-10
2022,1.125,2020-06-10
Longer Run,2.0,2020-06-10
Longer Run,2.25,2020-06-10
Longer Run,2.25,2020-06-10
Longer Run,2.25,2020-06-10
Longer Run,2.375,2020-06-10
Longer Run,2.5,2020-06-10
Longer Run,2.5,2020-06-10
Longer Run,2.5,2020-06-10
Longer Run,2.5,2020-06-10
Longer Run,2.5,2020-06-10
Longer Run,2.5,2020-06-10
Longer Run,2.5,2020-06-10
Longer Run,2.5,2020-06-10
Longer Run,2.75,2020-06-10
Longer Run,3.0,2020-06-10
Longer Run,3.0,2020-06-10
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2020,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2021,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.125,2020-09-16
2022,0.625,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.125,2020-09-16
2023,0.375,2020-09-16
2023,0.375,2020-09-16
2023,0.625,2020-09-16
2023,1.375,2020-09-16
Longer Run,2.0,2020-09-16
Longer Run,2.25,2020-09-16
Longer Run,2.25,2020-09-16
Longer Run,2.25,2020-09-16
Longer Run,2.375,2020-09-16
Longer Run,2.5,2020-09-16
Longer Run,2.5,2020-09-16
Longer Run,2.5,2020-09-16
Longer Run,2.5,2020-09-16
Longer Run,2.5,2020-09-16
Longer Run,2.5,2020-09-16
Longer Run,2.5,2020-09-16
Longer Run,2.5,2020-09-16
Longer Run,2.75,2020-09-16
Longer Run,3.0,2020-09-16
Longer Run,3.0,2020-09-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2020,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2021,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.125,2020-12-16
2022,0.375,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.125,2020-12-16
2023,0.375,2020-12-16
2023,0.375,2020-12-16
2023,0.375,2020-12-16
2023,0.625,2020-12-16
2023,1.125,2020-12-16
Longer Run,2.0,2020-12-16
Longer Run,2.25,2020-12-16
Longer Run,2.25,2020-12-16
Longer Run,2.25,2020-12-16
Longer Run,2.375,2020-12-16
Longer Run,2.5,2020-12-16
Longer Run,2.5,2020-12-16
Longer Run,2.5,2020-12-16
Longer Run,2.5,2020-12-16
Longer Run,2.5,2020-12-16
Longer Run,2.5,2020-12-16
Longer Run,2.5,2020-12-16
Longer Run,2.5,2020-12-16
Longer Run,2.75,2020-12-16
Longer Run,3.0,2020-12-16
Longer Run,3.0,2020-12-16
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2021,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.125,2021-03-17
2022,0.375,2021-03-17
2022,0.375,2021-03-17
2022,0.375,2021-03-17
2022,0.625,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.125,2021-03-17
2023,0.375,2021-03-17
2023,0.625,2021-03-17
2023,0.875,2021-03-17
2023,0.875,2021-03-17
2023,0.875,2021-03-17
2023,1.125,2021-03-17
2023,1.125,2021-03-17
Longer Run,2.0,2021-03-17
Longer Run,2.25,2021-03-17
Longer Run,2.25,2021-03-17
Longer Run,2.25,2021-03-17
Longer Run,2.25,2021-03-17
Longer Run,2.375,2021-03-17
Longer Run,2.5,2021-03-17
Longer Run,2.5,2021-03-17
Longer Run,2.5,2021-03-17
Longer Run,2.5,2021-03-17
Longer Run,2.5,2021-03-17
Longer Run,2.5,2021-03-17
Longer Run,2.5,2021-03-17
Longer Run,2.5,2021-03-17
Longer Run,2.75,2021-03-17
Longer Run,3.0,2021-03-17
Longer Run,3.0,2021-03-17
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2021,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.125,2021-06-16
2022,0.375,2021-06-16
2022,0.375,2021-06-16
2022,0.375,2021-06-16
2022,0.375,2021-06-16
2022,0.375,2021-06-16
2022,0.625,2021-06-16
2022,0.625,2021-06-16
2023,0.125,2021-06-16
2023,0.125,2021-06-16
2023,0.125,2021-06-16
2023,0.125,2021-06-16
2023,0.125,2021-06-16
2023,0.375,2021-06-16
2023,0.375,2021-06-16
2023,0.625,2021-06-16
2023,0.625,2021-06-16
2023,0.625,2021-06-16
2023,0.875,2021-06-16
2023,0.875,2021-06-16
2023,0.875,2021-06-16
2023,1.125,2021-06-16
2023,1.125,2021-06-16
2023,1.125,2021-06-16
2023,1.625,2021-06-16
2023,1.625,2021-06-16
Longer Run,2.0,2021-06-16
Longer Run,2.25,2021-06-16
Longer Run,2.25,2021-06-16
Longer Run,2.25,2021-06-16
Longer Run,2.25,2021-06-16
Longer Run,2.375,2021-06-16
Longer Run,2.5,2021-06-16
Longer Run,2.5,2021-06-16
Longer Run,2.5,2021-06-16
Longer Run,2.5,2021-06-16
Longer Run,2.5,2021-06-16
Longer Run,2.5,2021-06-16
Longer Run,2.5,2021-06-16
Longer Run,2.5,2021-06-16
Longer Run,2.75,2021-06-16
Longer Run,3.0,2021-06-16
Longer Run,3.0,2021-06-16
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2021,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.125,2021-09-22
2022,0.375,2021-09-22
2022,0.375,2021-09-22
2022,0.375,2021-09-22
2022,0.375,2021-09-22
2022,0.375,2021-09-22
2022,0.375,2021-09-22
2022,0.625,2021-09-22
2022,0.625,2021-09-22
2022,0.625,2021-09-22
2023,0.125,2021-09-22
2023,0.375,2021-09-22
2023,0.375,2021-09-22
2023,0.375,2021-09-22
2023,0.375,2021-09-22
2023,0.625,2021-09-22
2023,0.625,2021-09-22
2023,0.625,2021-09-22
2023,0.875,2021-09-22
2023,1.125,2021-09-22
2023,1.125,2021-09-22
2023,1.125,2021-09-22
2023,1.125,2021-09-22
2023,1.125,2021-09-22
2023,1.125,2021-09-22
2023,1.625,2021-09-22
2023,1.625,2021-09-22
2023,1.625,2021-09-22
2024,0.625,2021-09-22
2024,0.875,2021-09-22
2024,0.875,2021-09-22
2024,0.875,2021-09-22
2024,1.125,2021-09-22
2024,1.125,2021-09-22
2024,1.125,2021-09-22
2024,1.625,2021-09-22
2024,1.625,2021-09-22
2024,1.875,2021-09-22
2024,2.125,2021-09-22
2024,2.125,2021-09-22
2024,2.125,2021-09-22
2024,2.125,2021-09-22
2024,2.125,2021-09-22
2024,2.125,2021-09-22
2024,2.375,2021-09-22
2024,2.625,2021-09-22
Longer Run,2.0,2021-09-22
Longer Run,2.25,2021-09-22
Longer Run,2.25,2021-09-22
Longer Run,2.25,2021-09-22
Longer Run,2.25,2021-09-22
Longer Run,2.375,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,2.5,2021-09-22
Longer Run,3.0,2021-09-22
Longer Run,3.0,2021-09-22
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2021,0.125,2021-12-15
2022,0.375,2021-12-15
2022,0.625,2021-12-15
2022,0.625,2021-12-15
2022,0.625,2021-12-15
2022,0.625,2021-12-15
2022,0.625,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,0.875,2021-12-15
2022,1.125,2021-12-15
2022,1.125,2021-12-15
2023,1.125,2021-12-15
2023,1.125,2021-12-15
2023,1.375,2021-12-15
2023,1.375,2021-12-15
2023,1.375,2021-12-15
2023,1.375,2021-12-15
2023,1.375,2021-12-15
2023,1.625,2021-12-15
2023,1.625,2021-12-15
2023,1.625,2021-12-15
2023,1.875,2021-12-15
2023,1.875,2021-12-15
2023,1.875,2021-12-15
2023,1.875,2021-12-15
2023,1.875,2021-12-15
2023,2.125,2021-12-15
2023,2.125,2021-12-15
2023,2.125,2021-12-15
2024,1.875,2021-12-15
2024,1.875,2021-12-15
2024,1.875,2021-12-15
2024,1.875,2021-12-15
2024,1.875,2021-12-15
2024,2.125,2021-12-15
2024,2.125,2021-12-15
2024,2.125,2021-12-15
2024,2.125,2021-12-15
2024,2.125,2021-12-15
2024,2.25,2021-12-15
2024,2.375,2021-12-15
2024,2.375,2021-12-15
2024,2.875,2021-12-15
2024,2.875,2021-12-15
2024,2.875,2021-12-15
2024,2.875,2021-12-15
2024,3.125,2021-12-15
Longer Run,2.0,2021-12-15
Longer Run,2.25,2021-12-15
Longer Run,2.25,2021-12-15
Longer Run,2.25,2021-12-15
Longer Run,2.25,2021-12-15
Longer Run,2.375,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,2.5,2021-12-15
Longer Run,3.0,2021-12-15
Longer Run,3.0,2021-12-15
2022,1.375,2022-03-16
2022,1.625,2022-03-16
2022,1.625,2022-03-16
2022,1.625,2022-03-16
2022,1.875,2022-03-16
2022,1.875,2022-03-16
2022,1.875,2022-03-16
2022,1.875,2022-03-16
2022,1.875,2022-03-16
2022,2.125,2022-03-16
2022,2.125,2022-03-16
2022,2.375,2022-03-16
2022,2.375,2022-03-16
2022,2.375,2022-03-16
2022,2.625,2022-03-16
2022,3.125,2022-03-16
2023,2.125,2022-03-16
2023,2.375,2022-03-16
2023,2.375,2022-03-16
2023,2.375,2022-03-16
2023,2.375,2022-03-16
2023,2.625,2022-03-16
2023,2.625,2022-03-16
2023,2.625,2022-03-16
2023,2.875,2022-03-16
2023,2.875,2022-03-16
2023,2.875,2022-03-16
2023,3.125,2022-03-16
2023,3.125,2022-03-16
2023,3.375,2022-03-16
2023,3.625,2022-03-16
2023,3.625,2022-03-16
2024,2.125,2022-03-16
2024,2.125,2022-03-16
2024,2.25,2022-03-16
2024,2.375,2022-03-16
2024,2.375,2022-03-16
2024,2.375,2022-03-16
2024,2.625,2022-03-16
2024,2.625,2022-03-16
2024,2.875,2022-03-16
2024,2.875,2022-03-16
2024,2.875,2022-03-16
2024,3.125,2022-03-16
2024,3.375,2022-03-16
2024,3.375,2022-03-16
2024,3.625,2022-03-16
2024,3.625,2022-03-16
Longer Run,2.0,2022-03-16
Longer Run,2.25,2022-03-16
Longer Run,2.25,2022-03-16
Longer Run,2.25,2022-03-16
Longer Run,2.25,2022-03-16
Longer Run,2.25,2022-03-16
Longer Run,2.25,2022-03-16
Longer Run,2.375,2022-03-16
Longer Run,2.5,2022-03-16
Longer Run,2.5,2022-03-16
Longer Run,2.5,2022-03-16
Longer Run,2.5,2022-03-16
Longer Run,2.5,2022-03-16
Longer Run,3.0,2022-03-16
Longer Run,3.0,2022-03-16
2022,3.125,2022-06-15
2022,3.125,2022-06-15
2022,3.125,2022-06-15
2022,3.125,2022-06-15
2022,3.125,2022-06-15
2022,3.375,2022-06-15
2022,3.375,2022-06-15
2022,3.375,2022-06-15
2022,3.375,2022-06-15
2022,3.375,2022-06-15
2022,3.375,2022-06-15
2022,3.375,2022-06-15
2022,3.375,2022-06-15
2022,3.625,2022-06-15
2022,3.625,2022-06-15
2022,3.625,2022-06-15
2022,3.625,2022-06-15
2022,3.875,2022-06-15
2023,2.875,2022-06-15
2023,3.375,2022-06-15
2023,3.625,2022-06-15
2023,3.625,2022-06-15
2023,3.625,2022-06-15
2023,3.625,2022-06-15
2023,3.625,2022-06-15
2023,3.625,2022-06-15
2023,3.625,2022-06-15
2023,3.875,2022-06-15
2023,3.875,2022-06-15
2023,3.875,2022-06-15
2023,3.875,2022-06-15
2023,4.125,2022-06-15
2023,4.125,2022-06-15
2023,4.125,2022-06-15
2023,4.125,2022-06-15
2023,4.375,2022-06-15
2024,2.125,2022-06-15
2024,2.25,2022-06-15
2024,2.875,2022-06-15
2024,2.875,2022-06-15
2024,3.125,2022-06-15
2024,3.125,2022-06-15
2024,3.375,2022-06-15
2024,3.375,2022-06-15
2024,3.375,2022-06-15
2024,3.375,2022-06-15
2024,3.375,2022-06-15
2024,3.375,2022-06-15
2024,3.375,2022-06-15
2024,3.375,2022-06-15
2024,3.625,2022-06-15
2024,3.625,2022-06-15
2024,3.875,2022-06-15
2024,4.125,2022-06-15
Longer Run,2.0,2022-06-15
Longer Run,2.25,2022-06-15
Longer Run,2.25,2022-06-15
Longer Run,2.25,2022-06-15
Longer Run,2.25,2022-06-15
Longer Run,2.25,2022-06-15
Longer Run,2.25,2022-06-15
Longer Run,2.375,2022-06-15
Longer Run,2.5,2022-06-15
Longer Run,2.5,2022-06-15
Longer Run,2.5,2022-06-15
Longer Run,2.5,2022-06-15
Longer Run,2.5,2022-06-15
Longer Run,2.5,2022-06-15
Longer Run,2.5,2022-06-15
Longer Run,3.0,2022-06-15
Longer Run,3.0,2022-06-15
2022,3.875,2022-09-21
2022,4.125,2022-09-21
2022,4.125,2022-09-21
2022,4.125,2022-09-21
2022,4.125,2022-09-21
2022,4.125,2022-09-21
2022,4.125,2022-09-21
2022,4.125,2022-09-21
2022,4.125,2022-09-21
2022,4.375,2022-09-21
2022,4.375,2022-09-21
2022,4.375,2022-09-21
2022,4.375,2022-09-21
2022,4.375,2022-09-21
2022,4.375,2022-09-21
2022,4.375,2022-09-21
2022,4.375,2022-09-21
2022,4.375,2022-09-21
2022,4.625,2022-09-21
2023,3.875,2022-09-21
2023,4.375,2022-09-21
2023,4.375,2022-09-21
2023,4.375,2022-09-21
2023,4.375,2022-09-21
2023,4.375,2022-09-21
2023,4.625,2022-09-21
2023,4.625,2022-09-21
2023,4.625,2022-09-21
2023,4.625,2022-09-21
2023,4.625,2022-09-21
2023,4.625,2022-09-21
2023,4.875,2022-09-21
2023,4.875,2022-09-21
2023,4.875,2022-09-21
2024,2.625,2022-09-21
2024,2.875,2022-09-21
2024,3.125,2022-09-21
2024,3.375,2022-09-21
2024,3.375,2022-09-21
2024,3.375,2022-09-21
2024,3.625,2022-09-21
2024,3.625,2022-09-21
2024,3.625,2022-09-21
2024,3.875,2022-09-21
2024,3.875,2022-09-21
2024,3.875,2022-09-21
2024,3.875,2022-09-21
2024,4.125,2022-09-21
2024,4.125,2022-09-21
2024,4.375,2022-09-21
2024,4.375,2022-09-21
2024,4.625,2022-09-21
2024,4.625,2022-09-21
2025,2.375,2022-09-21
2025,2.375,2022-09-21
2025,2.375,2022-09-21
2025,2.375,2022-09-21
2025,2.625,2022-09-21
2025,2.625,2022-09-21
2025,2.875,2022-09-21
2025,2.875,2022-09-21
2025,2.875,2022-09-21
2025,3.125,2022-09-21
2025,3.125,2022-09-21
2025,3.125,2022-09-21
2025,3.125,2022-09-21
2025,3.375,2022-09-21
2025,3.375,2022-09-21
2025,3.625,2022-09-21
2025,3.625,2022-09-21
2025,4.625,2022-09-21
Longer Run,2.25,2022-09-21
Longer Run,2.25,2022-09-21
Longer Run,2.25,2022-09-21
Longer Run,2.25,2022-09-21
Longer Run,2.25,2022-09-21
Longer Run,2.25,2022-09-21
Longer Run,2.375,2022-09-21
Longer Run,2.5,2022-09-21
Longer Run,2.5,2022-09-21
Longer Run,2.5,2022-09-21
Longer Run,2.5,2022-09-21
Longer Run,2.5,2022-09-21
Longer Run,2.5,2022-09-21
Longer Run,2.5,2022-09-21
Longer Run,2.625,2022-09-21
Longer Run,3.0,2022-09-21
Longer Run,3.0,2022-09-21
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2022,4.375,2022-12-14
2023,4.375,2022-12-14
2023,4.875,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.125,2022-12-14
2023,5.375,2022-12-14
2023,5.375,2022-12-14
2023,5.375,2022-12-14
2023,5.625,2022-12-14
2023,5.625,2022-12-14
2024,3.125,2022-12-14
2024,3.375,2022-12-14
2024,3.875,2022-12-14
2024,3.875,2022-12-14
2024,3.875,2022-12-14
2024,4.125,2022-12-14
2024,4.125,2022-12-14
2024,4.125,2022-12-14
2024,4.125,2022-12-14
2024,4.125,2022-12-14
2024,4.125,2022-12-14
2024,4.125,2022-12-14
2024,4.625,2022-12-14
2024,4.625,2022-12-14
2024,4.875,2022-12-14
2024,4.875,2022-12-14
2024,5.125,2022-12-14
2024,5.625,2022-12-14
2025,2.375,2022-12-14
2025,2.625,2022-12-14
2025,2.625,2022-12-14
2025,2.625,2022-12-14
2025,2.875,2022-12-14
2025,2.875,2022-12-14
2025,3.125,2022-12-14
2025,3.125,2022-12-14
2025,3.125,2022-12-14
2025,3.125,2022-12-14
2025,3.375,2022-12-14
2025,3.375,2022-12-14
2025,3.625,2022-12-14
2025,3.625,2022-12-14
2025,3.875,2022-12-14
2025,4.125,2022-12-14
2025,4.375,2022-12-14
2025,5.625,2022-12-14
Longer Run,2.25,2022-12-14
Longer Run,2.25,2022-12-14
Longer Run,2.25,2022-12-14
Longer Run,2.25,2022-12-14
Longer Run,2.375,2022-12-14
Longer Run,2.375,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.5,2022-12-14
Longer Run,2.625,2022-12-14
Longer Run,3.0,2022-12-14
Longer Run,3.25,2022-12-14
2023,4.875,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.125,2023-03-22
2023,5.375,2023-03-22
2023,5.375,2023-03-22
2023,5.375,2023-03-22
2023,5.625,2023-03-22
2023,5.625,2023-03-22
2023,5.625,2023-03-22
2023,5.875,2023-03-22
