Year,Projection,SEP_Date
2016,0.625,2016-06-15
2016,0.625,2016-06-15
2016,0.625,2016-06-15
2016,0.875,2016-06-15
2016,0.875,2016-06-15
2016,0.875,2016-06-15
2016,0.875,2016-06-15
2016,0.875,2016-06-15
2016,0.875,2016-06-15
2016,0.875,2016-06-15
2016,0.875,2016-06-15
2016,0.875,2016-06-15
2016,1.125,2016-06-15
2016,1.375,2016-06-15
2017,0.625,2016-06-15
2017,1.375,2016-06-15
2017,1.375,2016-06-15
2017,1.375,2016-06-15
2017,1.375,2016-06-15
2017,1.375,2016-06-15
2017,1.375,2016-06-15
2017,1.625,2016-06-15
2017,1.625,2016-06-15
2017,1.625,2016-06-15
2017,1.625,2016-06-15
2017,1.875,2016-06-15
2017,1.875,2016-06-15
2017,1.875,2016-06-15
2017,2.125,2016-06-15
2017,2.25,2016-06-15
2017,2.375,2016-06-15
2018,0.625,2016-06-15
2018,2.125,2016-06-15
2018,2.125,2016-06-15
2018,2.125,2016-06-15
2018,2.125,2016-06-15
2018,2.375,2016-06-15
2018,2.375,2016-06-15
2018,2.375,2016-06-15
2018,2.375,2016-06-15
2018,2.375,2016-06-15
2018,2.625,2016-06-15
2018,2.875,2016-06-15
2018,2.875,2016-06-15
2018,2.875,2016-06-15
2018,3.0,2016-06-15
2018,3.25,2016-06-15
2018,3.375,2016-06-15
Longer Run,2.75,2016-06-15
Longer Run,2.75,2016-06-15
Longer Run,2.75,2016-06-15
Longer Run,3.0,2016-06-15
Longer Run,3.0,2016-06-15
Longer Run,3.0,2016-06-15
Longer Run,3.0,2016-06-15
Longer Run,3.0,2016-06-15
Longer Run,3.0,2016-06-15
Longer Run,3.25,2016-06-15
Longer Run,3.25,2016-06-15
Longer Run,3.25,2016-06-15
Longer Run,3.25,2016-06-15
Longer Run,3.5,2016-06-15
Longer Run,3.75,2016-06-15
Longer Run,3.75,2016-06-15
2016,0.375,2016-09-21
2016,0.375,2016-09-21
2016,0.375,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.625,2016-09-21
2016,0.875,2016-09-21
2016,0.875,2016-09-21
2016,0.875,2016-09-21
2016,1.125,2016-09-21
2017,0.625,2016-09-21
2017,0.625,2016-09-21
2017,0.875,2016-09-21
2017,1.125,2016-09-21
2017,1.125,2016-09-21
2017,1.125,2016-09-21
2017,1.125,2016-09-21
2017,1.125,2016-09-21
2017,1.125,2016-09-21
2017,1.125,2016-09-21
2017,1.375,2016-09-21
2017,1.625,2016-09-21
2017,1.625,2016-09-21
2017,1.75,2016-09-21
2017,1.875,2016-09-21
2017,1.875,2016-09-21
2017,2.125,2016-09-21
2018,0.625,2016-09-21
2018,1.625,2016-09-21
2018,1.625,2016-09-21
2018,1.875,2016-09-21
2018,1.875,2016-09-21
2018,1.875,2016-09-21
2018,1.875,2016-09-21
2018,1.875,2016-09-21
2018,1.875,2016-09-21
2018,1.875,2016-09-21
2018,2.125,2016-09-21
2018,2.625,2016-09-21
2018,2.625,2016-09-21
2018,2.75,2016-09-21
2018,2.75,2016-09-21
2018,2.875,2016-09-21
2018,3.125,2016-09-21
2019,0.625,2016-09-21
2019,2.125,2016-09-21
2019,2.375,2016-09-21
2019,2.375,2016-09-21
2019,2.375,2016-09-21
2019,2.625,2016-09-21
2019,2.625,2016-09-21
2019,2.625,2016-09-21
2019,2.625,2016-09-21
2019,2.625,2016-09-21
2019,2.75,2016-09-21
2019,3.0,2016-09-21
2019,3.0,2016-09-21
2019,3.0,2016-09-21
2019,3.125,2016-09-21
2019,3.375,2016-09-21
2019,3.75,2016-09-21
Longer Run,2.5,2016-09-21
Longer Run,2.5,2016-09-21
Longer Run,2.5,2016-09-21
Longer Run,2.75,2016-09-21
Longer Run,2.75,2016-09-21
Longer Run,2.75,2016-09-21
Longer Run,2.75,2016-09-21
Longer Run,2.75,2016-09-21
Longer Run,3.0,2016-09-21
Longer Run,3.0,2016-09-21
Longer Run,3.0,2016-09-21
Longer Run,3.0,2016-09-21
Longer Run,3.0,2016-09-21
Longer Run,3.0,2016-09-21
Longer Run,3.5,2016-09-21
Longer Run,3.75,2016-09-21
2016,0.625,2016-12-14
2017,0.875,2016-12-14
2017,1.125,2016-12-14
2017,1.375,2016-12-14
2017,1.625,2016-12-14
2017,1.75,2016-12-14
2017,2.125,2016-12-14
2018,0.875,2016-12-14
2018,1.625,2016-12-14
2018,1.875,2016-12-14
2018,2.125,2016-12-14
2018,2.375,2016-12-14
2018,2.625,2016-12-14
2018,3.0,2016-12-14
2018,3.25,2016-12-14
2018,3.375,2016-12-14
2019,0.875,2016-12-14
2019,2.125,2016-12-14
2019,2.375,2016-12-14
2019,2.625,2016-12-14
2019,2.875,2016-12-14
2019,3.0,2016-12-14
2019,3.125,2016-12-14
2019,3.25,2016-12-14
2019,3.625,2016-12-14
2019,3.875,2016-12-14
Longer Run,2.5,2016-12-14
Longer Run,2.75,2016-12-14
Longer Run,3.0,2016-12-14
Longer Run,3.5,2016-12-14
Longer Run,3.75,2016-12-14
2017,0.875,2017-03-15
2017,0.875,2017-03-15
2017,1.125,2017-03-15
2017,1.375,2017-03-15
2017,1.375,2017-03-15
2017,1.375,2017-03-15
2017,1.375,2017-03-15
2017,1.375,2017-03-15
2017,1.375,2017-03-15
2017,1.375,2017-03-15
2017,1.375,2017-03-15
2017,1.375,2017-03-15
2017,1.625,2017-03-15
2017,1.625,2017-03-15
2017,1.625,2017-03-15
2017,1.625,2017-03-15
2017,2.125,2017-03-15
2018,0.875,2017-03-15
2018,1.625,2017-03-15
2018,1.875,2017-03-15
2018,2.125,2017-03-15
2018,2.125,2017-03-15
2018,2.125,2017-03-15
2018,2.125,2017-03-15
2018,2.125,2017-03-15
2018,2.125,2017-03-15
2018,2.375,2017-03-15
2018,2.375,2017-03-15
2018,2.375,2017-03-15
2018,2.625,2017-03-15
2018,2.875,2017-03-15
2018,3.0,2017-03-15
2018,3.25,2017-03-15
2018,3.375,2017-03-15
2019,0.875,2017-03-15
2019,2.375,2017-03-15
2019,2.375,2017-03-15
2019,2.625,2017-03-15
2019,2.625,2017-03-15
2019,2.875,2017-03-15
2019,2.875,2017-03-15
2019,2.875,2017-03-15
2019,3.0,2017-03-15
2019,3.0,2017-03-15
2019,3.125,2017-03-15
2019,3.125,2017-03-15
2019,3.125,2017-03-15
2019,3.25,2017-03-15
2019,3.25,2017-03-15
2019,3.875,2017-03-15
2019,3.875,2017-03-15
Longer Run,2.5,2017-03-15
Longer Run,2.75,2017-03-15
Longer Run,2.75,2017-03-15
Longer Run,2.75,2017-03-15
Longer Run,2.75,2017-03-15
Longer Run,2.75,2017-03-15
Longer Run,3.0,2017-03-15
Longer Run,3.0,2017-03-15
Longer Run,3.0,2017-03-15
Longer Run,3.0,2017-03-15
Longer Run,3.0,2017-03-15
Longer Run,3.0,2017-03-15
Longer Run,3.0,2017-03-15
Longer Run,3.0,2017-03-15
Longer Run,3.5,2017-03-15
Longer Run,3.75,2017-03-15
2017,1.125,2017-06-14
2017,1.125,2017-06-14
2017,1.125,2017-06-14
2017,1.125,2017-06-14
2017,1.375,2017-06-14
2017,1.375,2017-06-14
2017,1.375,2017-06-14
2017,1.375,2017-06-14
2017,1.375,2017-06-14
2017,1.375,2017-06-14
2017,1.375,2017-06-14
2017,1.375,2017-06-14
2017,1.625,2017-06-14
2017,1.625,2017-06-14
2017,1.625,2017-06-14
2017,1.625,2017-06-14
2018,1.125,2017-06-14
2018,1.625,2017-06-14
2018,1.875,2017-06-14
2018,1.875,2017-06-14
2018,2.125,2017-06-14
2018,2.125,2017-06-14
2018,2.125,2017-06-14
2018,2.125,2017-06-14
2018,2.125,2017-06-14
2018,2.375,2017-06-14
2018,2.375,2017-06-14
2018,2.625,2017-06-14
2018,2.625,2017-06-14
2018,2.625,2017-06-14
2018,2.75,2017-06-14
2018,3.125,2017-06-14
2019,1.125,2017-06-14
2019,2.375,2017-06-14
2019,2.375,2017-06-14
2019,2.625,2017-06-14
2019,2.625,2017-06-14
2019,2.625,2017-06-14
2019,2.875,2017-06-14
2019,2.875,2017-06-14
2019,3.0,2017-06-14
2019,3.0,2017-06-14
2019,3.125,2017-06-14
2019,3.125,2017-06-14
2019,3.125,2017-06-14
2019,3.25,2017-06-14
2019,3.375,2017-06-14
2019,4.125,2017-06-14
Longer Run,2.5,2017-06-14
Longer Run,2.75,2017-06-14
Longer Run,2.75,2017-06-14
Longer Run,2.75,2017-06-14
Longer Run,2.75,2017-06-14
Longer Run,2.75,2017-06-14
Longer Run,3.0,2017-06-14
Longer Run,3.0,2017-06-14
Longer Run,3.0,2017-06-14
Longer Run,3.0,2017-06-14
Longer Run,3.0,2017-06-14
Longer Run,3.0,2017-06-14
Longer Run,3.0,2017-06-14
Longer Run,3.0,2017-06-14
Longer Run,3.5,2017-06-14
2017,1.125,2017-09-20
2017,1.125,2017-09-20
2017,1.125,2017-09-20
2017,1.125,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.375,2017-09-20
2017,1.625,2017-09-20
2018,1.125,2017-09-20
2018,1.125,2017-09-20
2018,1.625,2017-09-20
2018,1.875,2017-09-20
2018,1.875,2017-09-20
2018,2.125,2017-09-20
2018,2.125,2017-09-20
2018,2.125,2017-09-20
2018,2.125,2017-09-20
2018,2.125,2017-09-20
2018,2.125,2017-09-20
2018,2.375,2017-09-20
2018,2.375,2017-09-20
2018,2.375,2017-09-20
2018,2.5,2017-09-20
2018,2.625,2017-09-20
2019,1.125,2017-09-20
2019,1.625,2017-09-20
2019,2.125,2017-09-20
2019,2.375,2017-09-20
2019,2.375,2017-09-20
2019,2.5,2017-09-20
2019,2.625,2017-09-20
2019,2.625,2017-09-20
2019,2.75,2017-09-20
2019,2.875,2017-09-20
2019,2.875,2017-09-20
2019,3.125,2017-09-20
2019,3.125,2017-09-20
2019,3.25,2017-09-20
2019,3.375,2017-09-20
2019,3.375,2017-09-20
2020,1.125,2017-09-20
2020,2.375,2017-09-20
2020,2.375,2017-09-20
2020,2.5,2017-09-20
2020,2.625,2017-09-20
2020,2.625,2017-09-20
2020,2.75,2017-09-20
2020,2.875,2017-09-20
2020,2.875,2017-09-20
2020,2.875,2017-09-20
2020,3.0,2017-09-20
2020,3.125,2017-09-20
2020,3.5,2017-09-20
2020,3.5,2017-09-20
2020,3.625,2017-09-20
2020,3.875,2017-09-20
Longer Run,2.25,2017-09-20
Longer Run,2.5,2017-09-20
Longer Run,2.5,2017-09-20
Longer Run,2.5,2017-09-20
Longer Run,2.5,2017-09-20
Longer Run,2.75,2017-09-20
Longer Run,2.75,2017-09-20
Longer Run,2.75,2017-09-20
Longer Run,2.75,2017-09-20
Longer Run,3.0,2017-09-20
Longer Run,3.0,2017-09-20
Longer Run,3.0,2017-09-20
Longer Run,3.0,2017-09-20
Longer Run,3.0,2017-09-20
Longer Run,3.5,2017-09-20
2017,1.125,2017-12-13
2017,1.125,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2017,1.375,2017-12-13
2018,1.125,2017-12-13
2018,1.375,2017-12-13
2018,1.625,2017-12-13
2018,1.875,2017-12-13
2018,1.875,2017-12-13
2018,1.875,2017-12-13
2018,2.125,2017-12-13
2018,2.125,2017-12-13
2018,2.125,2017-12-13
2018,2.125,2017-12-13
2018,2.125,2017-12-13
2018,2.125,2017-12-13
2018,2.375,2017-12-13
2018,2.375,2017-12-13
2018,2.375,2017-12-13
2018,2.625,2017-12-13
2019,1.375,2017-12-13
2019,1.625,2017-12-13
2019,2.375,2017-12-13
2019,2.375,2017-12-13
2019,2.625,2017-12-13
2019,2.625,2017-12-13
2019,2.625,2017-12-13
2019,2.625,2017-12-13
2019,2.75,2017-12-13
2019,2.875,2017-12-13
2019,2.875,2017-12-13
2019,2.875,2017-12-13
2019,3.125,2017-12-13
2019,3.375,2017-12-13
2019,3.375,2017-12-13
2019,3.625,2017-12-13
2020,1.375,2017-12-13
2020,2.375,2017-12-13
2020,2.625,2017-12-13
2020,2.625,2017-12-13
2020,2.875,2017-12-13
2020,3.0,2017-12-13
2020,3.0,2017-12-13
2020,3.0,2017-12-13
2020,3.125,2017-12-13
2020,3.125,2017-12-13
2020,3.125,2017-12-13
2020,3.125,2017-12-13
2020,3.125,2017-12-13
2020,3.5,2017-12-13
2020,4.125,2017-12-13
2020,4.125,2017-12-13
Longer Run,2.25,2017-12-13
Longer Run,2.5,2017-12-13
Longer Run,2.5,2017-12-13
Longer Run,2.75,2017-12-13
Longer Run,2.75,2017-12-13
Longer Run,2.75,2017-12-13
Longer Run,2.75,2017-12-13
Longer Run,2.75,2017-12-13
Longer Run,2.75,2017-12-13
Longer Run,3.0,2017-12-13
Longer Run,3.0,2017-12-13
Longer Run,3.0,2017-12-13
Longer Run,3.0,2017-12-13
Longer Run,3.0,2017-12-13
Longer Run,3.0,2017-12-13
2018,1.625,2018-03-21
2018,1.625,2018-03-21
2018,2.125,2018-03-21
2018,2.125,2018-03-21
2018,2.125,2018-03-21
2018,2.125,2018-03-21
2018,2.125,2018-03-21
2018,2.125,2018-03-21
2018,2.375,2018-03-21
2018,2.375,2018-03-21
2018,2.375,2018-03-21
2018,2.375,2018-03-21
2018,2.375,2018-03-21
2018,2.375,2018-03-21
2018,2.625,2018-03-21
2019,1.625,2018-03-21
2019,2.125,2018-03-21
2019,2.625,2018-03-21
2019,2.75,2018-03-21
2019,2.875,2018-03-21
2019,2.875,2018-03-21
2019,2.875,2018-03-21
2019,2.875,2018-03-21
2019,2.875,2018-03-21
2019,3.125,2018-03-21
2019,3.125,2018-03-21
2019,3.375,2018-03-21
2019,3.375,2018-03-21
2019,3.375,2018-03-21
2019,3.875,2018-03-21
2020,1.625,2018-03-21
2020,2.625,2018-03-21
2020,2.625,2018-03-21
2020,3.125,2018-03-21
2020,3.25,2018-03-21
2020,3.375,2018-03-21
2020,3.375,2018-03-21
2020,3.375,2018-03-21
2020,3.375,2018-03-21
2020,3.375,2018-03-21
2020,3.5,2018-03-21
2020,3.625,2018-03-21
2020,3.625,2018-03-21
2020,4.125,2018-03-21
2020,4.875,2018-03-21
Longer Run,2.5,2018-03-21
Longer Run,2.625,2018-03-21
Longer Run,2.75,2018-03-21
Longer Run,2.75,2018-03-21
Longer Run,3.0,2018-03-21
Longer Run,3.0,2018-03-21
Longer Run,3.0,2018-03-21
Longer Run,3.0,2018-03-21
Longer Run,3.0,2018-03-21
2018,1.875,2018-06-13
2018,1.875,2018-06-13
2018,2.125,2018-06-13
2018,2.125,2018-06-13
2018,2.125,2018-06-13
2018,2.125,2018-06-13
2018,2.125,2018-06-13
2018,2.375,2018-06-13
2018,2.375,2018-06-13
2018,2.375,2018-06-13
2018,2.375,2018-06-13
2018,2.375,2018-06-13
2018,2.375,2018-06-13
2018,2.375,2018-06-13
2018,2.625,2018-06-13
2019,1.875,2018-06-13
2019,2.125,2018-06-13
2019,2.625,2018-06-13
2019,2.875,2018-06-13
2019,2.875,2018-06-13
2019,2.875,2018-06-13
2019,2.875,2018-06-13
2019,3.125,2018-06-13
2019,3.125,2018-06-13
2019,3.125,2018-06-13
2019,3.125,2018-06-13
2019,3.375,2018-06-13
2019,3.375,2018-06-13
2019,3.375,2018-06-13
2019,3.625,2018-06-13
2020,1.875,2018-06-13
2020,2.625,2018-06-13
2020,2.625,2018-06-13
2020,3.125,2018-06-13
2020,3.25,2018-06-13
2020,3.375,2018-06-13
2020,3.375,2018-06-13
2020,3.375,2018-06-13
2020,3.375,2018-06-13
2020,3.5,2018-06-13
2020,3.625,2018-06-13
2020,3.625,2018-06-13
2020,3.625,2018-06-13
2020,4.125,2018-06-13
2020,4.125,2018-06-13
Longer Run,2.25,2018-06-13
Longer Run,2.5,2018-06-13
Longer Run,2.625,2018-06-13
Longer Run,2.75,2018-06-13
Longer Run,2.75,2018-06-13
Longer Run,2.75,2018-06-13
Longer Run,2.75,2018-06-13
Longer Run,3.0,2018-06-13
Longer Run,3.0,2018-06-13
Longer Run,3.0,2018-06-13
Longer Run,3.0,2018-06-13
Longer Run,3.0,2018-06-13
Longer Run,3.25,2018-06-13
Longer Run,3.5,2018-06-13
2018,2.125,2018-09-26
2018,2.125,2018-09-26
2018,2.125,2018-09-26
2018,2.125,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2018,2.375,2018-09-26
2019,2.125,2018-09-26
2019,2.375,2018-09-26
2019,2.625,2018-09-26
2019,2.875,2018-09-26
2019,2.875,2018-09-26
2019,2.875,2018-09-26
2019,2.875,2018-09-26
2019,3.125,2018-09-26
2019,3.125,2018-09-26
2019,3.125,2018-09-26
2019,3.125,2018-09-26
2019,3.375,2018-09-26
2019,3.375,2018-09-26
2019,3.375,2018-09-26
2019,3.375,2018-09-26
2019,3.625,2018-09-26
2020,2.125,2018-09-26
2020,2.625,2018-09-26
2020,2.875,2018-09-26
2020,3.125,2018-09-26
2020,3.125,2018-09-26
2020,3.125,2018-09-26
2020,3.125,2018-09-26
2020,3.375,2018-09-26
2020,3.375,2018-09-26
2020,3.625,2018-09-26
2020,3.625,2018-09-26
2020,3.625,2018-09-26
2020,3.625,2018-09-26
2020,3.625,2018-09-26
2020,3.625,2018-09-26
2020,3.875,2018-09-26
2021,2.125,2018-09-26
2021,2.625,2018-09-26
2021,2.875,2018-09-26
2021,2.875,2018-09-26
2021,2.875,2018-09-26
2021,3.0,2018-09-26
2021,3.125,2018-09-26
2021,3.375,2018-09-26
2021,3.375,2018-09-26
2021,3.375,2018-09-26
2021,3.375,2018-09-26
2021,3.5,2018-09-26
2021,3.625,2018-09-26
2021,3.625,2018-09-26
2021,3.875,2018-09-26
2021,4.125,2018-09-26
Longer Run,2.5,2018-09-26
Longer Run,2.5,2018-09-26
Longer Run,2.5,2018-09-26
Longer Run,2.75,2018-09-26
Longer Run,2.75,2018-09-26
Longer Run,2.75,2018-09-26
Longer Run,2.75,2018-09-26
Longer Run,3.0,2018-09-26
Longer Run,3.0,2018-09-26
Longer Run,3.0,2018-09-26
Longer Run,3.0,2018-09-26
Longer Run,3.0,2018-09-26
Longer Run,3.0,2018-09-26
Longer Run,3.25,2018-09-26
Longer Run,3.5,2018-09-26
2018,2.125,2018-12-19
2018,2.125,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2018,2.375,2018-12-19
2019,2.375,2018-12-19
2019,2.375,2018-12-19
2019,2.625,2018-12-19
2019,2.625,2018-12-19
2019,2.625,2018-12-19
2019,2.625,2018-12-19
2019,2.875,2018-12-19
2019,2.875,2018-12-19
2019,2.875,2018-12-19
2019,2.875,2018-12-19
2019,3.125,2018-12-19
2019,3.125,2018-12-19
2019,3.125,2018-12-19
2019,3.125,2018-12-19
2019,3.125,2018-12-19
2020,2.375,2018-12-19
2020,2.625,2018-12-19
2020,2.875,2018-12-19
2020,2.875,2018-12-19
2020,2.875,2018-12-19
2020,2.875,2018-12-19
2020,2.875,2018-12-19
2020,3.125,2018-12-19
2020,3.125,2018-12-19
2020,3.125,2018-12-19
2020,3.125,2018-12-19
2020,3.375,2018-12-19
2020,3.375,2018-12-19
2020,3.625,2018-12-19
2020,3.625,2018-12-19
2021,2.375,2018-12-19
2021,2.625,2018-12-19
2021,2.625,2018-12-19
2021,2.625,2018-12-19
2021,2.875,2018-12-19
2021,2.875,2018-12-19
2021,2.875,2018-12-19
2021,3.125,2018-12-19
2021,3.125,2018-12-19
2021,3.125,2018-12-19
2021,3.125,2018-12-19
2021,3.125,2018-12-19
2021,3.375,2018-12-19
2021,3.625,2018-12-19
2021,3.625,2018-12-19
Longer Run,2.5,2018-12-19
Longer Run,2.5,2018-12-19
Longer Run,2.5,2018-12-19
Longer Run,2.75,2018-12-19
Longer Run,2.75,2018-12-19
Longer Run,2.75,2018-12-19
Longer Run,2.75,2018-12-19
Longer Run,2.75,2018-12-19
Longer Run,3.25,2018-12-19
Longer Run,3.5,2018-12-19
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.375,2019-03-20
2019,2.625,2019-03-20
2019,2.625,2019-03-20
2019,2.625,2019-03-20
2019,2.625,2019-03-20
2019,2.875,2019-03-20
2019,2.875,2019-03-20
2020,2.375,2019-03-20
2020,2.375,2019-03-20
2020,2.375,2019-03-20
2020,2.375,2019-03-20
2020,2.375,2019-03-20
2020,2.375,2019-03-20
2020,2.375,2019-03-20
2020,2.625,2019-03-20
2020,2.625,2019-03-20
2020,2.625,2019-03-20
2020,2.625,2019-03-20
2020,2.875,2019-03-20
2020,2.875,2019-03-20
2020,2.875,2019-03-20
2020,3.125,2019-03-20
2020,3.125,2019-03-20
2020,3.375,2019-03-20
2021,2.375,2019-03-20
2021,2.375,2019-03-20
2021,2.375,2019-03-20
2021,2.375,2019-03-20
2021,2.375,2019-03-20
2021,2.625,2019-03-20
2021,2.625,2019-03-20
2021,2.625,2019-03-20
2021,2.625,2019-03-20
2021,2.625,2019-03-20
2021,2.875,2019-03-20
2021,2.875,2019-03-20
2021,2.875,2019-03-20
2021,2.875,2019-03-20
2021,3.125,2019-03-20
2021,3.375,2019-03-20
2021,3.625,2019-03-20
Longer Run,2.5,2019-03-20
Longer Run,2.5,2019-03-20
Longer Run,2.5,2019-03-20
Longer Run,2.5,2019-03-20
Longer Run,2.5,2019-03-20
Longer Run,2.5,2019-03-20
Longer Run,2.75,2019-03-20
Longer Run,2.75,2019-03-20
Longer Run,2.75,2019-03-20
Longer Run,2.75,2019-03-20
Longer Run,3.0,2019-03-20
Longer Run,3.0,2019-03-20
Longer Run,3.0,2019-03-20
Longer Run,3.0,2019-03-20
Longer Run,3.25,2019-03-20
Longer Run,3.5,2019-03-20
2019,1.875,2019-06-19
2019,1.875,2019-06-19
2019,1.875,2019-06-19
2019,1.875,2019-06-19
2019,1.875,2019-06-19
2019,1.875,2019-06-19
2019,1.875,2019-06-19
2019,2.125,2019-06-19
2019,2.375,2019-06-19
2019,2.375,2019-06-19
2019,2.375,2019-06-19
2019,2.375,2019-06-19
2019,2.375,2019-06-19
2019,2.375,2019-06-19
2019,2.375,2019-06-19
2019,2.375,2019-06-19
2019,2.625,2019-06-19
2020,1.875,2019-06-19
2020,1.875,2019-06-19
2020,1.875,2019-06-19
2020,1.875,2019-06-19
2020,1.875,2019-06-19
2020,1.875,2019-06-19
2020,1.875,2019-06-19
2020,2.125,2019-06-19
2020,2.125,2019-06-19
2020,2.375,2019-06-19
2020,2.375,2019-06-19
2020,2.375,2019-06-19
2020,2.375,2019-06-19
2020,2.375,2019-06-19
2020,2.625,2019-06-19
2020,2.625,2019-06-19
2020,3.125,2019-06-19
2021,1.875,2019-06-19
2021,1.875,2019-06-19
2021,1.875,2019-06-19
2021,1.875,2019-06-19
2021,1.875,2019-06-19
2021,2.125,2019-06-19
2021,2.125,2019-06-19
2021,2.375,2019-06-19
2021,2.375,2019-06-19
2021,2.375,2019-06-19
2021,2.375,2019-06-19
2021,2.375,2019-06-19
2021,2.625,2019-06-19
2021,2.625,2019-06-19
2021,2.625,2019-06-19
2021,2.875,2019-06-19
2021,3.125,2019-06-19
Longer Run,2.375,2019-06-19
Longer Run,2.5,2019-06-19
Longer Run,2.5,2019-06-19
Longer Run,2.5,2019-06-19
Longer Run,2.5,2019-06-19
Longer Run,2.5,2019-06-19
Longer Run,2.5,2019-06-19
Longer Run,2.5,2019-06-19
Longer Run,2.75,2019-06-19
Longer Run,2.75,2019-06-19
Longer Run,3.0,2019-06-19
Longer Run,3.0,2019-06-19
Longer Run,3.25,2019-06-19
Longer Run,3.25,2019-06-19
2019,1.625,2019-09-18
2019,1.625,2019-09-18
2019,1.625,2019-09-18
2019,1.625,2019-09-18
2019,1.625,2019-09-18
2019,1.625,2019-09-18
2019,1.625,2019-09-18
2019,1.875,2019-09-18
2019,1.875,2019-09-18
2019,1.875,2019-09-18
2019,1.875,2019-09-18
2019,1.875,2019-09-18
2019,2.125,2019-09-18
2019,2.125,2019-09-18
2019,2.125,2019-09-18
2019,2.125,2019-09-18
2019,2.125,2019-09-18
2020,1.625,2019-09-18
2020,1.625,2019-09-18
2020,1.625,2019-09-18
2020,1.625,2019-09-18
2020,1.625,2019-09-18
2020,1.625,2019-09-18
2020,1.625,2019-09-18
2020,1.625,2019-09-18
2020,1.875,2019-09-18
2020,1.875,2019-09-18
2020,2.125,2019-09-18
2020,2.125,2019-09-18
2020,2.125,2019-09-18
2020,2.125,2019-09-18
2020,2.125,2019-09-18
2020,2.125,2019-09-18
2020,2.375,2019-09-18
2021,1.625,2019-09-18
2021,1.625,2019-09-18
2021,1.625,2019-09-18
2021,1.625,2019-09-18
2021,1.875,2019-09-18
2021,1.875,2019-09-18
2021,1.875,2019-09-18
2021,2.125,2019-09-18
2021,2.125,2019-09-18
2021,2.125,2019-09-18
2021,2.125,2019-09-18
2021,2.375,2019-09-18
2021,2.375,2019-09-18
2021,2.375,2019-09-18
2021,2.375,2019-09-18
2021,2.375,2019-09-18
2021,2.625,2019-09-18
2022,1.625,2019-09-18
2022,1.875,2019-09-18
2022,1.875,2019-09-18
2022,1.875,2019-09-18
2022,2.125,2019-09-18
2022,2.125,2019-09-18
2022,2.125,2019-09-18
2022,2.125,2019-09-18
2022,2.375,2019-09-18
2022,2.375,2019-09-18
2022,2.375,2019-09-18
2022,2.375,2019-09-18
2022,2.375,2019-09-18
2022,2.625,2019-09-18
2022,2.625,2019-09-18
2022,2.875,2019-09-18
2022,2.875,2019-09-18
Longer Run,2.0,2019-09-18
Longer Run,2.25,2019-09-18
Longer Run,2.375,2019-09-18
Longer Run,2.5,2019-09-18
Longer Run,2.5,2019-09-18
Longer Run,2.5,2019-09-18
Longer Run,2.5,2019-09-18
Longer Run,2.5,2019-09-18
Longer Run,2.5,2019-09-18
Longer Run,2.5,2019-09-18
Longer Run,2.5,2019-09-18
Longer Run,2.75,2019-09-18
Longer Run,2.75,2019-09-18
Longer Run,2.75,2019-09-18
Longer Run,3.0,2019-09-18
Longer Run,3.25,2019-09-18
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
2019,1.625,2019-12-11
